time,open,high,low,close,volume,trade_decision
2024-11-18 23:00:00,2611.113,2613.187,2610.44,2612.784,2264,No Trade
2024-11-19 00:00:00,2612.811,2613.826,2611.137,2613.412,3697,Buy
2024-11-19 01:00:00,2613.424,2617.939,2611.614,2615.702,9937,No Trade
2024-11-19 02:00:00,2615.725,2624.251,2615.725,2622.507,8244,No Trade
2024-11-19 03:00:00,2622.472,2625.659,2621.401,2624.515,6450,No Trade
2024-11-19 04:00:00,2624.536,2625.214,2621.578,2623.028,4575,Sell
2024-11-19 05:00:00,2622.983,2623.545,2620.881,2622.596,6291,No Trade
2024-11-19 06:00:00,2622.555,2626.731,2621.451,2625.18,7149,No Trade
2024-11-19 07:00:00,2625.264,2625.404,2617.742,2619.137,7803,Sell
2024-11-19 08:00:00,2619.101,2627.125,2618.754,2626.44,10288,Buy
2024-11-19 09:00:00,2626.369,2634.563,2625.361,2630.32,14175,No Trade
2024-11-19 10:00:00,2630.296,2636.556,2629.925,2635.128,8425,No Trade
2024-11-19 11:00:00,2635.141,2636.106,2629.103,2629.719,7690,Sell
2024-11-19 12:00:00,2629.747,2639.422,2628.759,2639.285,9282,No Trade
2024-11-19 13:00:00,2639.316,2639.553,2629.321,2635.324,17123,No Trade
2024-11-19 14:00:00,2635.296,2637.006,2622.846,2623.598,21323,Sell
2024-11-19 15:00:00,2623.561,2628.738,2620.992,2624.523,15233,No Trade
2024-11-19 16:00:00,2624.558,2628.526,2622.375,2626.48,10978,No Trade
2024-11-19 17:00:00,2626.444,2633.224,2625.702,2628.194,7924,Sell
2024-11-19 18:00:00,2628.228,2630.467,2626.319,2630.185,6616,Buy
2024-11-19 19:00:00,2630.22,2631.625,2628.917,2630.745,5370,No Trade
2024-11-19 20:00:00,2630.794,2634.654,2630.494,2633.763,4527,No Trade
2024-11-19 21:00:00,2633.731,2633.99,2630.642,2632.147,3537,No Trade
2024-11-19 23:00:00,2632.235,2635.634,2632.075,2635.246,2843,Buy
2024-11-20 00:00:00,2635.237,2639.182,2634.766,2637.87,4491,No Trade
2024-11-20 01:00:00,2637.913,2641.567,2635.852,2639.691,8912,No Trade
2024-11-20 02:00:00,2639.703,2641.927,2638.454,2640.305,6332,No Trade
2024-11-20 03:00:00,2640.276,2641.292,2637.621,2638.057,4939,Sell
2024-11-20 04:00:00,2638.092,2638.885,2636.189,2636.65,3781,Sell
2024-11-20 05:00:00,2636.64,2638.568,2634.968,2636.933,5838,No Trade
2024-11-20 06:00:00,2636.902,2637.166,2628.601,2629.6,9460,Sell
2024-11-20 07:00:00,2629.588,2630.258,2621.312,2621.671,8414,Sell
2024-11-20 08:00:00,2621.635,2624.535,2618.944,2624.208,8405,Buy
